price,bedrooms,bathrooms,sqft_living,grade,prop_crime_rate_per_1k
295000.0,3.0,2.0,1830.0,7.0,12.565413987679802
239950.0,4.0,1.0,1460.0,7.0,12.565413987679802
219900.0,3.0,1.0,860.0,6.0,12.565413987679802
416100.0,4.0,1.75,2320.0,8.0,12.565413987679802
200000.0,3.0,1.0,1480.0,6.0,12.565413987679802
194000.0,3.0,1.0,1180.0,6.0,12.565413987679802
135000.0,3.0,1.0,840.0,5.0,12.565413987679802
245000.0,3.0,2.25,2210.0,7.0,12.565413987679802
520000.0,3.0,2.25,2210.0,7.0,12.565413987679802
225000.0,3.0,1.0,1250.0,6.0,12.565413987679802
157500.0,3.0,1.0,1100.0,6.0,12.565413987679802
475000.0,4.0,3.0,2400.0,7.0,12.565413987679802
329000.0,3.0,1.0,1200.0,7.0,12.565413987679802
147000.0,3.0,1.0,1070.0,7.0,12.565413987679802
225000.0,2.0,1.0,1070.0,5.0,12.565413987679802
840500.0,4.0,2.25,2290.0,7.0,12.565413987679802
299980.0,4.0,1.5,1580.0,6.0,12.565413987679802
254500.0,2.0,1.0,1150.0,6.0,12.565413987679802
249950.0,5.0,2.0,1730.0,6.0,12.565413987679802
700000.0,4.0,1.75,1950.0,7.0,12.565413987679802
415000.0,4.0,3.5,3040.0,8.0,12.565413987679802
345000.0,3.0,1.75,1990.0,7.0,12.565413987679802
399000.0,3.0,1.75,1620.0,6.0,12.565413987679802
325000.0,2.0,1.75,1670.0,7.0,12.565413987679802
180000.0,2.0,1.0,890.0,6.0,12.565413987679802
329950.0,4.0,1.0,2050.0,7.0,12.565413987679802
218000.0,3.0,1.0,880.0,6.0,12.565413987679802
326000.0,4.0,1.75,2290.0,7.0,12.565413987679802
439000.0,3.0,2.25,2230.0,8.0,12.565413987679802
277554.0,5.0,2.25,2350.0,7.0,12.565413987679802
216500.0,2.0,1.0,710.0,6.0,12.565413987679802
225000.0,2.0,1.0,800.0,6.0,12.565413987679802
869000.0,2.0,1.75,1900.0,7.0,12.565413987679802
227000.0,4.0,1.0,1200.0,6.0,12.565413987679802
253000.0,3.0,1.5,880.0,6.0,12.565413987679802
255000.0,2.0,1.0,1260.0,6.0,12.565413987679802
227000.0,3.0,1.0,1340.0,7.0,12.565413987679802
199988.0,2.0,1.0,860.0,7.0,12.565413987679802
300000.0,2.0,1.0,1340.0,7.0,12.565413987679802
315000.0,4.0,2.5,2080.0,7.0,12.565413987679802
463000.0,4.0,2.75,1900.0,7.0,12.565413987679802
220000.0,3.0,2.0,1410.0,7.0,12.565413987679802
285000.0,3.0,1.75,2380.0,7.0,12.565413987679802
261590.0,2.0,1.0,760.0,6.0,12.565413987679802
90000.0,2.0,1.0,580.0,5.0,12.565413987679802
220000.0,2.0,1.0,580.0,5.0,12.565413987679802
159100.0,2.0,1.0,790.0,6.0,12.565413987679802
430000.0,3.0,3.75,3890.0,8.0,12.565413987679802
345000.0,5.0,1.75,2840.0,7.0,12.565413987679802
292000.0,3.0,2.5,1600.0,7.0,12.565413987679802
380000.0,5.0,1.75,3000.0,7.0,12.565413987679802
235000.0,4.0,1.0,1500.0,6.0,12.565413987679802
280000.0,3.0,1.75,1550.0,7.0,12.565413987679802
165000.0,4.0,1.0,1220.0,6.0,12.565413987679802
260000.0,4.0,1.0,1220.0,6.0,12.565413987679802
465000.0,5.0,1.75,2000.0,7.0,12.565413987679802
361000.0,5.0,2.75,2380.0,7.0,12.565413987679802
202500.0,3.0,1.0,1120.0,6.0,12.565413987679802
385000.0,3.0,1.75,2370.0,7.0,12.565413987679802
291000.0,3.0,1.75,1560.0,7.0,12.565413987679802
135900.0,2.0,1.0,760.0,6.0,12.565413987679802
244000.0,3.0,1.0,2000.0,6.0,12.565413987679802
257500.0,3.0,2.0,1300.0,7.0,12.565413987679802
190000.0,3.0,1.0,1280.0,7.0,12.565413987679802
221347.0,3.0,2.0,1580.0,6.0,12.565413987679802
224000.0,3.0,1.75,1760.0,7.0,12.565413987679802
324950.0,3.0,1.75,2050.0,7.0,12.565413987679802
185000.0,3.0,1.75,1080.0,7.0,12.565413987679802
440000.0,5.0,3.0,2730.0,8.0,12.565413987679802
229500.0,2.0,1.75,1870.0,7.0,12.565413987679802
334000.0,4.0,2.5,2210.0,8.0,12.565413987679802
460000.0,4.0,3.5,2870.0,9.0,12.565413987679802
385000.0,4.0,2.5,2560.0,8.0,12.565413987679802
279000.0,5.0,2.5,2690.0,7.0,12.565413987679802
445000.0,4.0,3.25,3450.0,8.0,12.565413987679802
335000.0,4.0,2.5,1900.0,7.0,12.565413987679802
664950.0,5.0,3.0,3190.0,9.0,12.565413987679802
450000.0,3.0,2.75,2240.0,8.0,12.565413987679802
572000.0,4.0,2.75,2770.0,8.0,12.565413987679802
538000.0,3.0,2.25,2570.0,7.0,62.22867525388534
571000.0,4.0,2.0,2750.0,7.0,62.22867525388534
315000.0,3.0,1.0,960.0,6.0,62.22867525388534
382500.0,2.0,1.0,1190.0,6.0,62.22867525388534
425000.0,3.0,1.75,2500.0,8.0,62.22867525388534
450000.0,3.0,1.75,1640.0,7.0,62.22867525388534
1200000.0,4.0,2.75,4110.0,9.0,62.22867525388534
365000.0,4.0,1.0,1590.0,6.0,62.22867525388534
425000.0,3.0,2.25,1820.0,7.0,62.22867525388534
312000.0,3.0,1.5,1255.0,7.0,62.22867525388534
452000.0,6.0,2.25,2660.0,7.0,62.22867525388534
730000.0,6.0,2.25,2660.0,7.0,62.22867525388534
971000.0,5.0,3.5,4390.0,9.0,62.22867525388534
601000.0,3.0,1.75,1330.0,8.0,62.22867525388534
397500.0,3.0,1.25,1510.0,6.0,62.22867525388534
645000.0,4.0,2.0,2780.0,8.0,62.22867525388534
530000.0,3.0,2.5,1930.0,8.0,62.22867525388534
475000.0,3.0,1.75,1700.0,8.0,62.22867525388534
528000.0,4.0,2.25,1910.0,8.0,62.22867525388534
360000.0,3.0,1.0,1050.0,7.0,62.22867525388534
353000.0,3.0,1.0,1350.0,6.0,62.22867525388534
332500.0,3.0,1.5,1500.0,7.0,62.22867525388534
632000.0,6.0,2.5,2560.0,7.0,62.22867525388534
520000.0,4.0,3.5,2680.0,8.0,62.22867525388534
359000.0,4.0,1.5,1890.0,7.0,62.22867525388534
549500.0,3.0,1.75,1620.0,8.0,62.22867525388534
326000.0,3.0,2.5,1782.0,7.0,62.22867525388534
400000.0,3.0,1.0,1250.0,7.0,62.22867525388534
375000.0,3.0,1.75,1330.0,6.0,62.22867525388534
430000.0,6.0,3.0,2630.0,7.0,62.22867525388534
387500.0,2.0,1.0,870.0,7.0,62.22867525388534
429000.0,3.0,3.25,2210.0,8.0,62.22867525388534
400000.0,4.0,2.0,1350.0,7.0,62.22867525388534
417000.0,4.0,2.25,2300.0,7.0,62.22867525388534
398500.0,3.0,1.0,1200.0,6.0,62.22867525388534
521000.0,3.0,2.0,1870.0,7.0,62.22867525388534
365000.0,2.0,1.0,990.0,7.0,62.22867525388534
467000.0,3.0,1.0,1220.0,7.0,62.22867525388534
398000.0,4.0,1.0,1430.0,7.0,62.22867525388534
390000.0,3.0,1.5,1600.0,7.0,62.22867525388534
500000.0,4.0,2.75,2260.0,7.0,62.22867525388534
473000.0,3.0,2.75,1050.0,7.0,62.22867525388534
490000.0,3.0,1.75,1540.0,8.0,62.22867525388534
490000.0,3.0,1.0,1600.0,7.0,62.22867525388534
415000.0,3.0,1.0,1170.0,8.0,62.22867525388534
430000.0,2.0,1.0,1460.0,7.0,62.22867525388534
760000.0,3.0,3.5,2350.0,7.0,62.22867525388534
420000.0,3.0,1.75,1720.0,6.0,62.22867525388534
350000.0,4.0,1.0,1170.0,6.0,62.22867525388534
320000.0,3.0,1.0,1780.0,6.0,62.22867525388534
505000.0,4.0,3.0,2280.0,7.0,62.22867525388534
517000.0,4.0,1.0,1180.0,7.0,62.22867525388534
985000.0,5.0,3.5,3890.0,9.0,62.22867525388534
427500.0,3.0,1.0,1350.0,7.0,62.22867525388534
650000.0,3.0,2.0,2800.0,7.0,62.22867525388534
228000.0,2.0,1.0,1060.0,6.0,62.22867525388534
425000.0,2.0,1.0,1670.0,7.0,62.22867525388534
395000.0,4.0,1.75,1960.0,7.0,62.22867525388534
781000.0,3.0,1.75,1940.0,8.0,62.22867525388534
401000.0,4.0,1.75,3010.0,8.0,62.22867525388534
349950.0,3.0,1.0,1400.0,8.0,62.22867525388534
700000.0,4.0,2.25,2440.0,7.0,62.22867525388534
637000.0,4.0,2.75,2850.0,8.0,62.22867525388534
357250.0,3.0,1.5,1400.0,6.0,62.22867525388534
288000.0,0.0,1.5,1430.0,7.0,62.22867525388534
310000.0,2.0,2.0,1030.0,7.0,62.22867525388534
310000.0,2.0,1.0,1560.0,6.0,62.22867525388534
512500.0,4.0,1.75,1540.0,7.0,62.22867525388534
385100.0,3.0,1.0,1060.0,6.0,62.22867525388534
455000.0,3.0,2.25,1870.0,7.0,62.22867525388534
430000.0,3.0,2.5,1440.0,7.0,62.22867525388534
775000.0,4.0,2.75,2740.0,8.0,62.22867525388534
432000.0,3.0,2.0,1400.0,7.0,62.22867525388534
425000.0,3.0,2.25,1670.0,7.0,62.22867525388534
480000.0,3.0,1.75,1740.0,7.0,62.22867525388534
458000.0,3.0,1.5,1470.0,7.0,62.22867525388534
282000.0,2.0,1.0,1150.0,7.0,62.22867525388534
527000.0,6.0,3.5,3000.0,8.0,62.22867525388534
384400.0,3.0,3.25,1689.0,8.0,62.22867525388534
534950.0,5.0,1.5,2240.0,8.0,62.22867525388534
430000.0,3.0,2.0,1510.0,7.0,62.22867525388534
925000.0,4.0,3.75,4420.0,9.0,62.22867525388534
355000.0,3.0,1.0,1600.0,6.0,62.22867525388534
450000.0,4.0,1.5,1860.0,7.0,62.22867525388534
325000.0,2.0,1.0,1060.0,7.0,62.22867525388534
407500.0,2.0,1.0,770.0,7.0,62.22867525388534
316750.0,3.0,2.5,1256.0,7.0,62.22867525388534
540000.0,5.0,1.5,1940.0,7.0,62.22867525388534
336000.0,3.0,2.0,1060.0,6.0,62.22867525388534
538000.0,4.0,2.5,3260.0,8.0,62.22867525388534
319000.0,2.0,1.0,750.0,7.0,62.22867525388534
375000.0,3.0,1.5,1240.0,6.0,62.22867525388534
175000.0,2.0,1.0,1160.0,7.0,62.22867525388534
419950.0,3.0,3.0,2150.0,7.0,62.22867525388534
446000.0,4.0,1.75,1730.0,7.0,62.22867525388534
469950.0,3.0,3.25,1760.0,8.0,62.22867525388534
267000.0,3.0,1.0,1400.0,6.0,62.22867525388534
500000.0,4.0,2.0,2330.0,7.0,62.22867525388534
390000.0,3.0,2.5,1640.0,7.0,62.22867525388534
368000.0,3.0,1.5,1560.0,7.0,62.22867525388534
294950.0,3.0,1.0,1240.0,6.0,62.22867525388534
404000.0,3.0,1.0,1420.0,7.0,62.22867525388534
630000.0,4.0,1.75,1930.0,8.0,62.22867525388534
290000.0,2.0,1.0,1620.0,6.0,62.22867525388534
780000.0,3.0,2.75,2910.0,7.0,62.22867525388534
342000.0,3.0,1.0,1260.0,6.0,62.22867525388534
285000.0,3.0,1.0,1160.0,7.0,62.22867525388534
625000.0,3.0,1.75,1580.0,8.0,62.22867525388534
422000.0,3.0,1.0,1160.0,7.0,62.22867525388534
510000.0,2.0,1.0,820.0,5.0,62.22867525388534
489950.0,2.0,1.0,820.0,5.0,62.22867525388534
1000000.0,3.0,1.0,1540.0,7.0,62.22867525388534
675000.0,4.0,1.75,2220.0,8.0,62.22867525388534
235000.0,2.0,1.0,910.0,6.0,62.22867525388534
365000.0,2.0,1.0,910.0,6.0,62.22867525388534
400000.0,3.0,2.0,3000.0,8.0,62.22867525388534
300000.0,3.0,1.0,1490.0,7.0,62.22867525388534
399950.0,3.0,1.75,1560.0,7.0,62.22867525388534
1040000.0,4.0,2.25,2740.0,10.0,62.22867525388534
375000.0,4.0,1.5,1430.0,7.0,62.22867525388534
470000.0,3.0,1.0,1460.0,6.0,62.22867525388534
362000.0,4.0,2.5,2360.0,7.0,62.22867525388534
442500.0,4.0,2.25,1970.0,8.0,62.22867525388534
460000.0,3.0,2.0,1860.0,7.0,62.22867525388534
425000.0,3.0,1.75,2120.0,7.0,62.22867525388534
369950.0,3.0,1.75,1640.0,8.0,62.22867525388534
385000.0,3.0,1.75,1560.0,6.0,62.22867525388534
466750.0,4.0,2.0,1730.0,8.0,62.22867525388534
350000.0,3.0,1.0,1370.0,6.0,62.22867525388534
378500.0,2.0,1.0,880.0,7.0,62.22867525388534
360000.0,4.0,1.5,1720.0,7.0,62.22867525388534
482500.0,3.0,2.0,1330.0,7.0,62.22867525388534
467500.0,3.0,1.75,2260.0,7.0,62.22867525388534
500000.0,4.0,4.5,2690.0,7.0,62.22867525388534
630000.0,4.0,2.25,2900.0,7.0,62.22867525388534
445500.0,3.0,1.75,1880.0,7.0,62.22867525388534
575000.0,3.0,1.0,1740.0,7.0,62.22867525388534
597000.0,4.0,2.5,2340.0,9.0,62.22867525388534
614905.0,3.0,2.5,2410.0,8.0,62.22867525388534
403250.0,2.0,1.5,1430.0,7.0,62.22867525388534
563000.0,3.0,1.5,1730.0,8.0,62.22867525388534
270000.0,3.0,1.5,1500.0,7.0,62.22867525388534
445800.0,3.0,2.0,1320.0,7.0,62.22867525388534
715000.0,4.0,1.75,3420.0,8.0,62.22867525388534
560000.0,3.0,1.5,2790.0,8.0,62.22867525388534
376500.0,3.0,2.0,1630.0,7.0,62.22867525388534
458000.0,2.0,1.75,990.0,6.0,62.22867525388534
400000.0,4.0,2.75,1240.0,7.0,62.22867525388534
659000.0,4.0,2.5,3190.0,8.0,62.22867525388534
942000.0,4.0,2.75,3160.0,8.0,62.22867525388534
354901.0,3.0,2.5,1490.0,8.0,62.22867525388534
463000.0,3.0,2.0,1590.0,6.0,62.22867525388534
495000.0,4.0,1.75,1600.0,8.0,62.22867525388534
420000.0,3.0,1.75,1770.0,7.0,62.22867525388534
399000.0,3.0,1.0,1460.0,8.0,62.22867525388534
357500.0,3.0,1.0,1450.0,6.0,62.22867525388534
525000.0,3.0,2.0,1540.0,8.0,62.22867525388534
442500.0,4.0,2.0,1540.0,7.0,62.22867525388534
688000.0,5.0,1.75,2250.0,8.0,62.22867525388534
480000.0,3.0,2.0,1470.0,8.0,62.22867525388534
375000.0,3.0,1.0,1000.0,7.0,62.22867525388534
296000.0,2.0,2.0,1320.0,7.0,62.22867525388534
431750.0,2.0,2.0,1400.0,8.0,62.22867525388534
362500.0,3.0,1.0,1520.0,7.0,62.22867525388534
435000.0,3.0,2.25,1890.0,7.0,62.22867525388534
445000.0,3.0,1.75,1410.0,7.0,62.22867525388534
377500.0,3.0,2.0,1370.0,7.0,62.22867525388534
587450.0,3.0,2.25,2190.0,8.0,62.22867525388534
330000.0,3.0,1.75,1430.0,7.0,62.22867525388534
350000.0,1.0,1.0,900.0,6.0,62.22867525388534
395000.0,1.0,1.0,900.0,6.0,62.22867525388534
281000.0,3.0,1.5,1280.0,7.0,62.22867525388534
635000.0,4.0,2.5,2080.0,8.0,62.22867525388534
699950.0,4.0,2.0,2070.0,7.0,62.22867525388534
460000.0,2.0,2.5,1830.0,7.0,62.22867525388534
410000.0,4.0,2.0,1490.0,6.0,62.22867525388534
455000.0,2.0,1.0,910.0,6.0,62.22867525388534
436000.0,2.0,1.0,1240.0,7.0,62.22867525388534
1360000.0,2.0,1.75,2620.0,8.0,62.22867525388534
860000.0,5.0,3.25,4500.0,8.0,62.22867525388534
1190000.0,2.0,1.75,2080.0,8.0,62.22867525388534
440000.0,3.0,1.75,2240.0,7.0,62.22867525388534
440000.0,3.0,2.25,1880.0,7.0,62.22867525388534
467500.0,3.0,1.0,1830.0,7.0,62.22867525388534
371000.0,3.0,1.0,890.0,7.0,62.22867525388534
385000.0,3.0,1.75,1890.0,7.0,62.22867525388534
327000.0,2.0,1.0,1140.0,7.0,62.22867525388534
390000.0,2.0,1.0,1140.0,7.0,62.22867525388534
423500.0,3.0,2.25,1890.0,7.0,62.22867525388534
435000.0,4.0,2.75,2160.0,7.0,62.22867525388534
435000.0,4.0,2.75,2230.0,8.0,62.22867525388534
453000.0,3.0,1.75,1550.0,7.0,62.22867525388534
396500.0,3.0,1.75,2390.0,8.0,62.22867525388534
574500.0,4.0,1.5,1430.0,9.0,62.22867525388534
415000.0,3.0,1.0,1630.0,7.0,62.22867525388534
357000.0,3.0,1.0,1370.0,7.0,62.22867525388534
305000.0,6.0,2.0,1900.0,7.0,62.22867525388534
649950.0,6.0,2.0,1900.0,7.0,62.22867525388534
453500.0,3.0,1.75,1550.0,7.0,62.22867525388534
525000.0,3.0,1.0,2000.0,7.0,62.22867525388534
390000.0,3.0,2.0,1080.0,7.0,62.22867525388534
380000.0,4.0,1.75,2030.0,8.0,62.22867525388534
324500.0,2.0,1.0,1300.0,7.0,62.22867525388534
